canonical_smiles,standard_value,mol
Cl.OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2C[C@H]3CNC[C@H]3C2)cc1)c1ccccc1,407.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8522110>
Cl.OCCC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN2C[C@H]3C[C@H]3[C@H]2CO)cc1)c1ccccc1,276.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85220A0>
Cl.OCCC/C(=C(\c1ccc(O)cc1)c1ccc2oc(CCN3CCCCC3)cc2c1)c1ccccc1,660.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8522030>
Cl.Oc1ccc(/C(=C(\CCCF)c2ccccc2)c2ccc(C3CNC3)cc2)cc1,360.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521F50>
Cl.Oc1ccc2c(-c3ccccc3)c3cc4ccccc4cc3nc2c1,294.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521EE0>
Cl.Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,3.55,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521FC0>
Cl.Oc1ccc2cc3nc4ccccc4c(-c4ccccc4)c3cc2c1,169.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521D90>
Cl.Oc1cccc2c(-c3ccccc3)c3cc4ccccc4cc3nc12,1083.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521E70>
Cl.c1ccc(-c2c3ccccc3nc3cc4ccccc4cc23)cc1,5152.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521E00>
Clc1cc2nc(-c3cc4ccccc4n3Cc3ccccc3)[nH]c2cc1Cl,76.73,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521D20>
Clc1ccc(Cn2nnc(-c3cn(Cc4ccccc4)c4ccccc34)n2)cc1,110.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521CB0>
Clc1ccc(Cn2nnc(-c3cn(Cc4ccccc4)c4ccccc34)n2)cc1Cl,5.826,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521C40>
Clc1ccc(Nc2nc(-c3ccncc3)cs2)cc1,18184.99,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521BD0>
Cn1c(=O)[nH]c(=O)c2c1nc1n2CCCN1CCc1ccccc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521B60>
Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(c1ccco1)OCC(=O)N2,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521AF0>
Cn1c(C#N)ccc1-c1ccc2c(c1)C(C)(c1ccsc1)OCC(=O)N2,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521A80>
Cn1c(C#N)ccc1-c1ccc2c(c1)C(c1ccco1)(c1ccco1)OCC(=O)N2,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521A10>
Cn1c(C#N)ccc1-c1ccc2c(c1)C(c1cccs1)(c1cccs1)OCC(=O)N2,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85219A0>
Cn1c(C(=O)Nc2ccc3c(c2)OCO3)cc2c(=O)n(C)c3ccccc3c21,22564.08,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521930>
Cn1c(Cc2ccccc2)nnc1SCC(=O)c1cccs1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85218C0>
Cn1c(SCC(=O)Nc2ccc3c(c2)oc2ccccc23)nnc1-c1ccccc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521850>
Cn1c(SCC(=O)Nc2sccc2C#N)nnc1-c1ccccc1,17106.54,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521690>
Cn1c(SCc2cc(=O)n3cc(Br)ccc3n2)nnc1C1COc2ccccc2O1,25164.82,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85217E0>
Cn1cc(C(=O)NC2CCCCCC2)c(=O)c2cc(S(=O)(=O)N3CCCC3)ccc21,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521770>
Cn1cc(NC(=O)c2cc(NC(=O)CCS(C)(=O)=O)cn2C)cc1C(=O)NCC(=O)NCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,0.99,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521620>
Cn1cc(NC(=O)c2cc(NC(=O)CCS(C)(=O)=O)cn2C)cc1C(=O)NCCC(=O)NCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1.48,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521700>
Cn1cc(NC(=O)c2cc(NC(=O)CCS(C)(=O)=O)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@@H](O)CC[C@H]3[C@H]12,1.11,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85214D0>
Cn1cc([C@]2(O)CC[C@H]3[C@@H]4CCc5cc(O)ccc5[C@H]4CC[C@@]32C)nn1,400.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85215B0>
Cn1ccc2c(-c3sc4cc(O)ccc4c3Oc3ccc(/C=C/C(=O)O)cc3)cccc21,898.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521540>
Cn1ccc2cc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)ccc21,541.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521460>
Cn1cccc1-c1nc2ccccc2n1-c1ccc(O)cc1,2940.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85213F0>
Cn1ccnc1SCC(=O)Nc1ccc2nc(SCC(=O)NC3CC3)sc2c1,25675.07,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521380>
Cn1cnc(/C=C/c2ccc(C3(C)c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)c1,2564.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521310>
Cn1cnc(/C=C/c2ccc(Oc3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)c1,71.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85212A0>
Cn1cnc2cc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)ccc21,16.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521230>
Cn1cnc2ccc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)cc21,374.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85211C0>
Cn1cncc1/C=C/c1ccc(C2(C)c3ccc(O)cc3CCN2c2ccc(F)cc2)cc1,57.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521150>
Cn1nc(-c2ccc(O)cc2O)c2ccc(O)cc21,622.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521070>
Cn1nc([N+](=O)[O-])c2c(-c3nc4ccccc4s3)c(N)n(C3CCCCC3)c2c1=O,4982.94,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8521000>
Cn1nnc(/C=C/c2ccc(C3(C)c4ccc(O)cc4CCN3c3ccc(F)cc3)cc2)n1,113.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85210E0>
Cn1nnc(/C=C/c2ccc(Oc3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)n1,18.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520F90>
Cn1nnc(Cc2ccccc2-c2sc3cc(O)ccc3c2Oc2ccc(/C=C/C(=O)O)cc2)n1,106.85,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520F20>
Cn1nnc2ccc(C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c4ccc(O)cc4CCC3)cc21,78.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520EB0>
Cn1nnnc1/C=C/c1ccc(C2(C)c3ccc(O)cc3CCN2c2ccc(F)cc2)cc1,1409.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520E40>
Cn1nnnc1/C=C/c1ccc(Oc2c(-c3ccc(F)cc3)sc3cc(O)ccc23)cc1,3100.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520DD0>
Cn1nnnc1/C=C/c1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,30.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520C80>
FCCCN1CC(Nc2ccc(Oc3c(-c4ccc(F)cc4CC(F)(F)F)sc4c3ccc3[nH]ncc34)cc2)C1,1.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520D60>
FCCCN1CC(Nc2ccc([C@@H]3c4ccc5[nH]ncc5c4C[C@@H](C(F)F)N3CC(F)F)nc2)C1,2.6559999999999997,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520CF0>
FCCCN1CC(Oc2ccc(Oc3c(-c4ccc(F)cc4CC(F)(F)F)sc4c3ccc3[nH]ncc34)cc2F)C1,2.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520C10>
Fc1ccc(-c2nnc(-n3nnc4ccccc43)c3ccccc23)cc1,26285.52,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520BA0>
Fc1ccc(C2=C(c3ccc(OCCN4CCCC4)cc3)c3ccc(F)cc3OCC2)cc1,126.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520B30>
Fc1ccc(CNc2nc3ccccc3n3cnnc23)cc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520AC0>
Fc1ccc(NCc2cccnc2)cc1F,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520A50>
Fc1ccc2c(c1)OCCC(c1ccccc1)=C2c1ccc(OCCN2CCCC2)cc1,16.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85209E0>
N#C/C(=C(\O)Nc1ccc(Cl)cc1)c1nc2ccccc2[nH]1,27058.62,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520900>
N#CC1=C(N)OC2=C(CCC/C2=C/c2ccoc2)C1c1ccoc1,10033.52,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520890>
N#CC1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCCC2)cc1,890.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520970>
N#CC1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCCCC2)cc1,1470.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520820>
N#CC1=C(N)Oc2cc(O)ccc2C1c1ccc(OCCN2CCOCC2)cc1,13970.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520660>
N#CC1=C(N)Oc2cc(O)ccc2C1c1ccccc1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85207B0>
N#CC1=C2c3ccc(O)cc3CC2(c2ccccc2)CCC1=O,880.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520740>
N#CCCS(=O)(=O)c1nnnn1-c1ccccc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85205F0>
N#CCc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,209.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85206D0>
N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,625.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520510>
N#CCc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,1056.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520430>
N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,1152.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520580>
N#CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,5000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85203C0>
N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12,717.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85204A0>
N#CCc1ccccc1-c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1,86.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520350>
N#C[Se]CCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)N(CC(F)(F)F)c4ccccc4F)C2O3)cc1,56.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520270>
N#C[Se]CCCCCC(=O)Nc1ccc(C2=C(c3ccc(O)cc3)C3CC(S(=O)(=O)Oc4ccccc4F)C2O3)cc1,1010.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520190>
N#Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12,11.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520200>
N#Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,23.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85202E0>
N#Cc1c(-c2ccccc2)cc(-c2ccco2)c(C#N)c1N,33450.51,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520120>
N#Cc1c(C(F)(F)F)cc(-c2ccccc2)nc1SCc1nc(N)nc(N2CCOCC2)n1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85200B0>
N#Cc1c(N)oc(-c2ccc3c(c2)OCO3)c1-c1ccc2c(c1)OCO2,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8520040>
N#Cc1c(NC(=O)CSc2ncccn2)oc(-c2ccccc2)c1-c1ccccc1,9581.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518040>
N#Cc1c(NCCN)nc(NCc2ccccc2)c2c1CCN(Cc1ccccc1)C2,11823.92,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85180B0>
N#Cc1c(O)ccc2cc(-c3ccc(O)cc3)ccc12,1402.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518120>
N#Cc1c(SCC(=O)Nc2nccs2)nc2c(c1-c1ccco1)CCCC2,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518190>
N#Cc1cc(-c2c(F)cc(O)cc2F)cc2ccc(O)cc12,45.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518200>
N#Cc1cc(-c2cc(F)c(O)c(F)c2)cc2ccc(O)cc12,548.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518270>
N#Cc1cc(-c2cc(F)c(O)cc2F)cc2ccc(O)cc12,186.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85182E0>
N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(Cl)c12,299.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518350>
N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)c(F)c12,312.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85183C0>
N#Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12,210.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518430>
N#Cc1cc(-c2ccc(O)c(F)c2)nc2ccc(O)cc12,1047.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85184A0>
N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Br)c12,131.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518510>
N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)c(Cl)c12,109.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518580>
N#Cc1cc(-c2ccc(O)cc2)cc2ccc(O)cc12,105.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85185F0>
N#Cc1cc(-c2ccc(O)cc2)nc2ccc(O)cc12,455.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518660>
N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12,26.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85186D0>
N#Cc1cc(O)c(Br)c2ccc(-c3ccc(O)c(F)c3)cc12,116.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518740>
N#Cc1cc(O)c(C#N)c2ccc(-c3ccc(O)c(F)c3)cc12,877.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85187B0>
N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)c(F)c3)cc12,55.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518820>
N#Cc1cc(O)c(Cl)c2ccc(-c3ccc(O)cc3)cc12,98.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518890>
N#Cc1cc(O)cc2c1oc1c(=O)c3c(O)cc(O)cc3oc12,1550.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518900>
N#Cc1cc(O)cc2c1oc1c(=O)c3ccc(O)cc3oc12,5000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518970>
N#Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,23.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85189E0>
N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,46.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518A50>
N#Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12,96.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518AC0>
N#Cc1cc(O)cc2ccc(-c3ccc(O)cc3)cc12,84.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518B30>
N#Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,1435.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518BA0>
N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,411.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518C10>
N#Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,138.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518C80>
N#Cc1cc(O)ccc1-c1noc2cc(O)ccc12,264.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518CF0>
N#Cc1ccc(-c2cccnc2)nc1SCC(=O)Nc1sc2c(c1C#N)CCC2,14973.67,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518D60>
N#Cc1ccc(C(=O)Nc2ccc3cc[nH]c3c2)cc1,2.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518DD0>
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,10000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518E40>
N#Cc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cc1F,735.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518EB0>
N#Cc1cccc(N2CCN(C(=O)CCCCCn3c(=S)[nH]c4ccccc4c3=O)CC2)c1,90.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518F20>
N#Cc1ccccc1N1CCN(C(=O)CCCCCn2c(=S)[nH]c3ccccc3c2=O)CC1,90.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8518F90>
N#Cc1nc(-c2ccc(OCc3ccc(Cl)cc3)cc2)oc1NCc1cccnc1,37410.11,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519000>
N=C(N)N/N=C/C1=C(Cl)c2ccccc2CC1,8250.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519070>
N=C(N)N/N=C/C1=C(Cl)c2ccccc2CCC1,16000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85190E0>
N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,1000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519150>
N=c1c(C(=O)NCc2ccc(F)cc2)cc2c(=O)n3ccccc3nc2n1Cc1cccnc1,7037.86,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85191C0>
NC(=O)/C=C/c1ccc(Oc2c(-c3ccc(O)cc3)sc3cc(O)ccc23)cc1,40.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519230>
NC(=O)C1(N2CCCCC2)CCN(c2nc(-c3ccc(Br)cc3)cs2)CC1,37793.76,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85192A0>
NC(=O)C1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,2.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519310>
NC(=O)COc1ccc(C2c3c(oc4ccccc4c3=O)C(=O)N2CC2CCCO2)cc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519380>
NC(=O)c1c(NC(=O)c2cc3ccccc3o2)sc2c1CCC2,23481.56,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85193F0>
NC(=O)c1c(NC(=O)c2cccs2)sc2c1CCCCCC2,25862.97,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519460>
NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,9620.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85194D0>
NC(=O)c1ccc(F)cc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519540>
NC(=O)c1ccccc1OCC1CC(c2ccccc2)=NO1,29932.4,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85195B0>
NC(=S)n1[nH]c(-c2ccc([N+](=O)[O-])cc2)c(/N=N/c2ccc(O)cc2)c1=O,11020.03,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519620>
NC(Cc1ccc([N+](=O)[O-])cc1)=NOC(=O)c1ccc2ccccc2c1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519690>
NC1=C(c2ccc(O)cc2)C(=O)c2cc(O)ccc21,5000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519700>
NCCCNC(=O)/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1,12.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519770>
NCCNC(=O)/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85197E0>
NS(=O)(=O)Oc1ccc(-c2sc3cc(OS(N)(=O)=O)ccc3c2C(=O)c2ccc(OCCN3CCCCC3)cc2)cc1,45.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519850>
NS(=O)(=O)Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(O)cc3)sc2c1,5.2,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85198C0>
Nc1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12,15521.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519930>
Nc1ccc(-c2c(C(=O)c3ccc(OCCN4CC(C(=O)O)=CCC4=O)cc3)c3ccc(O)cc3[nH]c2=O)cc1,68.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C85199A0>
Nc1ccc(-c2c(C(=O)c3ccc(OCCN4CC(C(=O)O)=CCC4=O)cc3)c3ccc(O)cc3oc2=O)cc1,69.5,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519A10>
Nc1ccc(-c2c(C(=O)c3ccc(OCCNS(=O)(=O)O)cc3)c3ccc(O)cc3oc2=O)cc1,50.195,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519A80>
Nc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,19.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519AF0>
Nc1ccccc1N/C=C1\C(=O)NC(=O)N(CCC2=CCCCC2)C1=O,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519B60>
Nc1nc(N2C(=O)C3CC=CCC3C2=O)nn1-c1ccccc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519BD0>
Nc1ncc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c3ccc(O)cc3CCC2)cn1,436.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519C40>
O/N=C/c1c(Cl)cc(-c2ccc(O)c(F)c2)cc1Cl,270.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519CB0>
O/N=C/c1cc(O)ccc1-c1noc2cc(O)ccc12,2390.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519D20>
O/N=C/c1ccc(-c2ccc(O)c(F)c2)c2ccccc12,148.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519D90>
O/N=C/c1ccc(-c2ccc(O)cc2)c2ccccc12,95.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519E00>
O/N=C/c1ccc(-c2ccc(O)cc2)c2ccoc12,155.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519E70>
O/N=C/c1ccc(-c2ccc(O)cc2)c2ccsc12,20.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519EE0>
O/N=C/c1ccc(-c2ccc(O)cc2)c2occc12,1330.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519F50>
O/N=C/c1ccc(-c2ccc(O)cc2)c2sccc12,37.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C8519FC0>
O/N=C/c1ccc(-c2ccc(O)cc2)cc1F,795.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A030>
O/N=C/c1cn(-c2ccc(O)cc2)c2ccccc12,1905.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A0A0>
O/N=C1\c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,1040.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A110>
O=C(/C=C(/NCCO)C(F)(F)F)c1ccc(Cl)cc1,50000.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A180>
O=C(/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1)N(CCO)CCO,2.1,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A1F0>
O=C(/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1)NCCCCCO,10.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A260>
O=C(/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1)NCCCCO,4.3,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A2D0>
O=C(/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1)NCCCO,50.0,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A340>
O=C(/C=C/c1ccc(C(=C2C3CC4CC(C3)CC2C4)c2ccc(O)cc2)cc1)NCCO,5.6,<rdkit.Chem.rdchem.Mol object at 0x000001F2C851A3B0>
